latitude,longitude,address,event_cause,requires_road_closure,description,veh_type,corridor,zone,junction,resolution_minutes,is_planned,hour_of_day,day_of_week,month,split_timestamp
12.9435587,77.5799456,"RV Road, Teachers College Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",water_logging,False,[LOCATION] sir rv teacher college junction nalli chember  neeru thumbi road ge hariyuthide sir.,unknown,Non-corridor,unknown,unknown,137.85110428333334,0,10,1,3,2024-03-12 10:02:46.958000+05:30
12.8860621,77.641471,"Hosur Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",vehicle_breakdown,False,vechile off-road near [LOCATION] main road due to rear wheel puncture sir,lcv,Hosur Road,unknown,unknown,79.27560286666667,0,10,1,3,2024-03-12 10:28:04.217000+05:30
12.9342472,77.6101148,"Hosur Road, Bhuvanappa Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",vehicle_breakdown,False,,private_bus,Hosur Road,unknown,unknown,96.84268413333332,0,11,1,3,2024-03-12 11:22:12.853000+05:30
12.9819597,77.5945755,"Cubbon Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",others,False,ಪೊಲೀಸ್ ತಿಮ್ಮಿಯ್ಯಾ ಜುಂಕ್ಷನ್ ಪುಟ್ಟಪತ್ ಚೇಂಬರ್ ಓಪನ್ ಆಗಿ ವಾಟರ್ loging ಆಗಿದೆ ಸರ್,unknown,CBD 2,unknown,unknown,75.09085913333334,0,3,6,2,2024-02-11 03:22:45.163000+05:30
12.9890204,77.5078025,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,ashraya junction magadi main road ಟವರ್ಸ್ sunkadakatte city outgoing side sir,others,Magadi Road,unknown,unknown,17.01463426666667,0,7,6,2,2024-02-11 07:12:58.594000+05:30
13.0471916,77.5014881,"Mumbai Bengaluru Highway, The Edge, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",vehicle_breakdown,False,[LOCATION] on flyover towards city lgv off road due to tyre puncher sir traffic one side moving sir,lcv,Non-corridor,unknown,unknown,10.597155033333333,0,5,6,2,2024-02-11 05:19:09.684000+05:30
13.1816817,77.6939433,"SH 104, Mylanahalli, Bengaluru, Karnataka. Pin-562149 (India)",road_conditions,False,ನಮಸ್ತೆ ಸರ್ . ಮೈನಹಳ್ಳಿ ಹತ್ತಿರ ಮೋರೆ ನೀರಿನ ಪೈಪ್ ಡ್ಯಾಮೇಜ್ ಆಗಿದ್ದು ವಾಹನಗಳ ಸಂಚಾರಕ್ಕೆ ಅರ್ಚನೆ ಉಂಟಾಗಿದ್ದು ವಾಹನಗಳ ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿರುತ್ತದೆ,unknown,Non-corridor,unknown,unknown,1386.89255105,0,12,1,3,2024-03-12 12:15:53.036000+05:30
12.95713835,77.56971817,"5th Main Road, Shri Ma Ramamurthy Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",vehicle_breakdown,True,BMTC bus off-road because of issue air pike broken……within 20 min it will clear,bmtc_bus,Non-corridor,unknown,unknown,39.4856103,0,8,6,2,2024-02-11 08:41:28.173000+05:30
13.045425,77.5054829,"Nelagadaranahalli Main Road, Nelakadirena Halli, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)",vehicle_breakdown,False,Lorry off road on before h cross service road towards city incoming traffic one side movement sir,heavy_vehicle,Tumkur Road,unknown,unknown,16.270418616666667,0,8,6,2,2024-02-11 08:18:29.333000+05:30
12.9790645,77.5156233,"4th Cross Road, Malagala Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,BMTC EV BUS break down due to Vaccume leak,bmtc_bus,Non-corridor,unknown,unknown,138.70672721666668,0,10,6,2,2024-02-11 10:07:27.620000+05:30
12.9663999,77.5870528,"NH 275, Halsuru Gate Police Station Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",accident,False,,unknown,Mysore Road,unknown,unknown,32.826353266666665,0,10,6,2,2024-02-11 10:44:07.652797+05:30
12.8980183,77.626445,"Begur Main Road, Krishna Reddy Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)",procession,False,ಬೇಗೂರು ರೋಡ್ ಆಂಜನೇಯ ದೇವಸ್ಥಾನದಲ್ಲಿ ಪಲ್ಲಕ್ಕಿ ಉತ್ಸವ ಇರುವುದರಿಂದ ಬೊಮ್ಮನಹಳ್ಳಿ ಯಿಂದ ಬೇಗೂರು ಸಂಚಾರ ನಿಧಾನಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ ಸರ್,unknown,Non-corridor,unknown,unknown,36.537950349999996,0,13,6,2,2024-02-11 13:36:14.594000+05:30
12.8897429,77.5634232,"Canara Bank Cross Road, Konanakunte Junction, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",procession,False,due to [LOCATION] festival outgoing and  incoming traffic slow movement,unknown,Non-corridor,unknown,unknown,29.108712066666666,1,14,6,2,2024-02-11 14:22:04.910000+05:30
13.0663282,77.6406836,"K Narayanapura Main Road, Gowdas Sri A Hanumanthagowda Circle, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",vehicle_breakdown,False,near [LOCATION] off road due to traffic slowovent Sir,bmtc_bus,Non-corridor,unknown,unknown,92.15842395,0,14,6,2,2024-02-11 14:11:04.564000+05:30
13.0422012,77.5146886,"KIADB Road, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",others,False,NHAI   ಥಾರ್  work going on sir [PERSON] towards 8th [PERSON] outgoing side sir,unknown,Tumkur Road,unknown,unknown,355.29140055,0,17,6,2,2024-02-11 17:41:59.066000+05:30
13.0026038,77.5839949,"Sankey Road, Mahalakshmi Mandir Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",vehicle_breakdown,False,from cauvery towards pg halli,private_car,Bellary Road 1,unknown,unknown,12.875058366666668,0,16,6,2,2024-02-11 16:16:05.646000+05:30
12.9384057,77.697696,"Panathur Main Road, Mariyappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",vehicle_breakdown,False,Kadubisanahalli towards panattur junction,heavy_vehicle,ORR East 1,unknown,unknown,6.304003066666667,0,23,6,2,2024-02-11 23:36:59.074000+05:30
12.9832891,77.5953313,"Infantry Road, Income Tax Colony, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,Golf 1 towards coffe board,heavy_vehicle,CBD 2,unknown,unknown,83.6431582,0,1,0,2,2024-02-12 01:00:45.453000+05:30
12.9365505,77.5123592,"Bangalore University Road, Navami Landmark, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",vehicle_breakdown,False,The BMTC Bus is due to vacuum default so not moving towards benglore university at railway under pass brigade,bmtc_bus,Mysore Road,unknown,unknown,54.19506535,0,1,0,2,2024-02-12 01:47:33.275000+05:30
13.0198211,77.7095427,"1st Main Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,True,starting problem,heavy_vehicle,Non-corridor,unknown,unknown,21.735800349999998,0,4,0,2,2024-02-12 04:57:31.808000+05:30
13.0198231,77.709122,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,False,ಮೇಡಳ್ಳಿ ಜಂಕ್ಷನ್ ನಿಂದ ಭಟ್ಟರಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಗೆ ಹೋಗುವ ಕಡೆ ವೆಹಿಕಲ್ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿ ನಿಂತಿದೆ ಸಾರ್,lcv,Non-corridor,unknown,unknown,27.90641395,0,4,0,2,2024-02-12 04:52:29.915000+05:30
12.9937886,77.5849123,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,ಸ್ಟಾಟಿಕ್ 11..To.. B02 Juntcion ಹತ್ತಿರ ಎಲೆಕ್ಟ್ರಿಕಲ್ ಬಸ್ ಆಫ್ ರೋಡ್ ಆಗಿದ್ದು.. ವೀಲ್  ಜಾಮ್ ಆಗಿದೆ..,bmtc_bus,Bellary Road 1,unknown,unknown,26.02119336666667,0,5,0,2,2024-02-12 05:30:02.313000+05:30
12.9801083,77.5708729,"Bhashyam Main Road, Sangolli Rayanna Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",vehicle_breakdown,True,at khode jcn sir traffic no problem sir side [PERSON] sir,bmtc_bus,Non-corridor,unknown,unknown,2.318516516666667,0,9,0,2,2024-02-12 09:56:42.018000+05:30
12.9801735,77.5929881,"Dr Ambedkar Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,bus puncher,bmtc_bus,CBD 2,unknown,unknown,25.868294600000002,0,10,0,2,2024-02-12 10:04:01.574000+05:30
13.0414102,77.5470988,"Outer Ring Road, Renaissance Reserva, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",vehicle_breakdown,False,,heavy_vehicle,ORR North 2,unknown,unknown,70.6369603,0,23,1,3,2024-03-12 23:13:32.173000+05:30
12.9804886,77.5708977,"Bhashyam Main Road, Sangolli Rayanna Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",vehicle_breakdown,True,pf to khode sir ಕಲ್ಚ್  ಪ್ಲೇಟ್ ಕಟ್ ಆಗಿದೆ ಸರ್,private_bus,Non-corridor,unknown,unknown,19.236815733333334,0,0,1,2,2024-02-13 00:41:44.423000+05:30
13.0411557,77.6225932,"MBT Road, AK Colony, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",congestion,False,[LOCATION] work at KEB junction slow movement,unknown,Hennur Main Road,unknown,unknown,81.69610738333334,0,2,1,2,2024-02-13 02:23:12.041000+05:30
13.039201,77.5203316,"Jalahalli Cross Road, Vivekanand Nagar, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,Engine  problem sir,heavy_vehicle,Tumkur Road,unknown,unknown,77.64849921666668,0,23,1,3,2024-03-12 23:54:53.862000+05:30
12.9694217,77.7007883,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",road_conditions,True,[PERSON] work  in  FROGREC traffic is slow movement,unknown,ORR East 2,unknown,unknown,1.9296002833333332,0,2,1,2,2024-02-13 02:43:34.676000+05:30
12.9963614,77.6682457,"MBT Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,technical problem sir,private_bus,ORR North 1,unknown,unknown,43.703668050000005,0,2,2,3,2024-03-13 02:33:57.084000+05:30
13.0081647,77.6955524,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",vehicle_breakdown,False,vehicle brakedown devasandra towards city,bmtc_bus,Non-corridor,unknown,unknown,18.12563553333333,0,1,2,3,2024-03-13 01:57:29.843000+05:30
12.9568439,77.6751699,"Old Airport Road, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",vehicle_breakdown,False,traffic slow moment,bmtc_bus,Old Airport Road,unknown,unknown,69.32541208333333,0,1,2,3,2024-03-13 01:17:13.393000+05:30
13.1209019,77.5763685,"Doddaballapur Main Road, Veracious Vani Vilas, Residential Quarters, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",others,False,[LOCATION] main road near crpf kirdcl water work sir,unknown,Non-corridor,unknown,unknown,43.829488833333336,0,2,2,3,2024-03-13 02:12:02.528000+05:30
12.9567235,77.5475467,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,.,others,Mysore Road,unknown,unknown,107.36787663333332,0,2,2,3,2024-03-13 02:41:51.788000+05:30
13.0176013,77.5596392,"CV Raman Road, Embassy Heritage Apartment, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,,lcv,Tumkur Road,unknown,unknown,141.42639348333333,0,4,1,2,2024-02-13 04:16:33.918000+05:30
13.0005948,77.6200809,"Pottery Road, Pottery Road CHS, Cooke Town, Bengaluru, Karnataka. Pin-560005 (India)",vehicle_breakdown,False,,heavy_vehicle,Non-corridor,unknown,unknown,99.77792416666666,0,5,2,3,2024-03-13 05:21:38.431000+05:30
12.942454,77.622838,"Srinivagilu Main Road, Godavari Block, National Games Village, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",vehicle_breakdown,False,,auto,Non-corridor,unknown,unknown,71.35226383333334,0,7,1,2,2024-02-13 07:10:15.438000+05:30
13.0565039,77.5943245,"Dasarahalli Main Road, RMZ Latitude Commercial, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",vehicle_breakdown,False,starting problem,bmtc_bus,Bellary Road 1,unknown,unknown,60.9291782,0,7,1,2,2024-02-13 07:20:43.487000+05:30
12.9170307,77.5858757,"11th Main Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",vehicle_breakdown,False,vehicle break down,heavy_vehicle,Non-corridor,unknown,unknown,13.084814833333333,0,8,1,2,2024-02-13 08:28:35.009000+05:30
12.8905851,77.598181,"Bannerghatta Main Road, Arekere Gate Junction, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",vehicle_breakdown,False,school bus off-road due to clutch plate problem,others,Bannerghata Road,unknown,unknown,10.573012383333333,0,10,1,2,2024-02-13 10:15:57.925000+05:30
13.0418851,77.5937286,"MBT Road, Amanikere, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,"this HGV off road by starting problem at hebbala fly over towards city sir,  traffic movement slow.",heavy_vehicle,ORR North 1,unknown,unknown,42.808710616666666,0,7,2,3,2024-03-13 07:42:05.452000+05:30
13.0199453,77.5526338,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,traffic no problem,lcv,Tumkur Road,unknown,unknown,29.313113633333334,0,10,1,2,2024-02-13 10:08:28.292000+05:30
13.0539229,77.5309493,"SM Road, Subroto Enclave, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)",vehicle_breakdown,False,,private_bus,Non-corridor,unknown,unknown,28.7572406,0,11,1,2,2024-02-13 11:01:05.294000+05:30
13.1841605,77.5665142,"Unnamed Road, Kempegowda Layout, Adiganahalli, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,[LOCATION] main road wheel and axel opp bmtc bus starting problem sir,bmtc_bus,Non-corridor,unknown,unknown,83.15463388333333,0,11,1,2,2024-02-13 11:32:31.092000+05:30
12.9220685,77.6452956,"Outer Ring Road, Heavie Halcyon, Agara, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,"lorry offroad at 19th main jn, towards [LOCATION].",heavy_vehicle,ORR East 1,unknown,unknown,27.226681883333335,0,8,2,3,2024-03-13 08:53:38.959000+05:30
12.9888459,77.5084844,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,near [LOCATION] sir city outgoing,private_bus,Magadi Road,unknown,unknown,33.101952716666666,0,9,2,3,2024-03-13 09:42:00.522000+05:30
13.0436361,77.6023637,"MBT Road, Yogesh Nagar, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,,lcv,ORR North 1,unknown,unknown,64.03269065,0,10,2,3,2024-03-13 10:05:04.351000+05:30
12.9529107,77.5414651,"KR Market Road, KR Market Road Junction, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,[LOCATION] out goning side near [LOCATION] sir,private_car,Mysore Road,unknown,unknown,21.942543016666665,0,12,1,2,2024-02-13 12:08:59.810000+05:30
12.9900024,77.5886416,"Palace Loop Cross Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",others,False,[LOCATION] near by [LOCATION] infrant of the modern art gallery,unknown,Bellary Road 1,unknown,unknown,4.012004933333333,0,12,1,2,2024-02-13 12:41:10.292000+05:30
13.084527,77.5502631,"1st Cross Road, Prosperhomes Bliss, Aditya Nagar, Chikkabettahalli, Bengaluru, Karnataka. Pin-560097 (India)",vehicle_breakdown,True,,bmtc_bus,Non-corridor,unknown,unknown,24.017026933333334,0,12,1,2,2024-02-13 12:23:20.224000+05:30
12.9523244,77.5412771,"A Cross Road, YR Vasudeva Bhattacharya Layout, Byatarayanapura New Extension, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,it wil taken to 30 mnts to remove from here,private_car,Mysore Road,unknown,unknown,9.573394949999999,0,12,1,2,2024-02-13 12:39:12.255000+05:30
13.0414031,77.6222596,"2nd Main Road, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",congestion,False,towards KEB junction slow movement due to [LOCATION] work,unknown,Hennur Main Road,unknown,unknown,70.369317,0,12,1,2,2024-02-13 12:59:11.620000+05:30
12.9171408,77.5871072,"46th Cross Road, DK Naik Nagar, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",vehicle_breakdown,False,,heavy_vehicle,Non-corridor,unknown,unknown,14.661646350000002,0,10,2,3,2024-03-13 10:05:16.579000+05:30
13.0184029,77.5840124,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",tree_fall,False,,unknown,Bellary Road 1,unknown,unknown,20.392180399999997,0,10,2,3,2024-03-13 10:52:56.176000+05:30
12.9630288,77.5956645,"Richmond Road Flyover, Ranka Park Apartment, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",vehicle_breakdown,False,,bmtc_bus,Mysore Road,unknown,unknown,35.98495698333333,0,14,1,2,2024-02-13 14:02:06.690000+05:30
13.0301289,77.6308545,"MBT Road, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,,private_car,Airport New South Road,unknown,unknown,64.49834003333333,0,11,2,3,2024-03-13 11:34:48.427000+05:30
12.9573525,77.5522228,"Mysore Road, PMM Compound, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",water_logging,False,water logging traffic slow moving,unknown,Mysore Road,unknown,unknown,1341.8618717,0,11,2,3,2024-03-13 11:44:19.137000+05:30
12.9201367,77.6653608,"Sarjapura Main Road, Iblur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,ibblur JN due to vehicle off road sir,heavy_vehicle,ORR East 1,unknown,unknown,32.482557983333336,0,23,1,2,2024-02-13 23:53:41.997000+05:30
13.0400366,77.5180661,"Mumbai Bengaluru Highway, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",others,True,S M circle main track outgoing NHAI (thar )roadwork progress all vehicles divert to the service road.,unknown,Tumkur Road,unknown,unknown,425.9449986166667,0,16,1,2,2024-02-13 16:37:16.906000+05:30
13.0198509,77.7095301,"1st Main Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,True,starting problem,others,Non-corridor,unknown,unknown,68.54527198333334,0,0,2,2,2024-02-14 00:52:43.709000+05:30
13.1764266,77.6358722,"Bengaluru Bellary Road, Chikkjala Junction, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)",vehicle_breakdown,False,,heavy_vehicle,Bellary Road 2,unknown,unknown,141.574881,0,1,2,2,2024-02-14 01:31:34.822000+05:30
13.0195099,77.7089706,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,False,ಮೇಡಳ್ಳಿ ಜಂಕ್ಷನ್ ನಿಂದ ಭಟ್ಟರಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಸರ್ವಿಸ್ ರಸ್ತೆ ಕಡೆ BMTC ಬಸ್ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿ ನಿಂತಿದೆ ಸಾರ್,bmtc_bus,Non-corridor,unknown,unknown,87.93818821666667,0,13,2,3,2024-03-13 13:09:29.304000+05:30
12.975208,77.6067009,"Mahatma Gandhi Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",water_logging,False,water logging due to chamber open,unknown,Old Madras Road,unknown,unknown,36.627531100000006,0,2,2,2,2024-02-14 02:47:32.729000+05:30
13.0996569,77.5888485,"16th A Main Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,sheshadripura college eicher vehicle string lock cut hagide sir traffic slow mument sir,heavy_vehicle,Non-corridor,unknown,unknown,60.76119708333333,0,2,2,2,2024-02-14 02:59:40.204000+05:30
12.9630808,77.5850315,"Model Road, Town Hall Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,True,[PERSON] to townhall JC road Sir,bmtc_bus,Mysore Road,unknown,unknown,33.748134783333334,0,3,2,2,2024-02-14 03:59:51.516000+05:30
12.9240053,77.6726147,"Outer Ring Road, Kristal Jade, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",vehicle_breakdown,False,,bmtc_bus,ORR East 1,unknown,unknown,3.437997633333333,0,14,2,3,2024-03-13 14:26:29.470000+05:30
13.0420868,77.5150301,"Mumbai Bengaluru Highway, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",vehicle_breakdown,False,"BMTC Bus off road, [LOCATION], opp: premier sanjeevini hospital, out going sir, normal traffic  sir",bmtc_bus,Tumkur Road,unknown,unknown,114.61164653333334,0,4,2,2,2024-02-14 04:34:20.297000+05:30
12.9665042,77.6075367,"Tate Lane, Shoolay Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",vehicle_breakdown,False,ಈ ವಾಹನ ಸಿಗ್ನಲ್ ಲೈಟ್ ಜಂಕ್ಷನ್ ಹತ್ತಿರ ಗೇರ್ ಬಾಕ್ಸ್ ಡೌನ್ ಆಗಿದ್ದು ರಸ್ತೆಯ ಮಧ್ಯ ನಿಂತಿದ್ದು  ಸದರಿ ವಾಹನವನ್ನು ರಸ್ತೆಯ ಎಡ ಬದಿಯಲ್ಲಿ ನಿಲ್ಲಿಸಿರುತ್ತಾರೆ [LOCATION] ನಿದಾನ ಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ ಸರ್,lcv,Mysore Road,unknown,unknown,95.59043028333333,0,5,2,2,2024-02-14 05:07:37.741000+05:30
12.906819,77.6288036,"Hosur Road, Vivekananda Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",vehicle_breakdown,False,bommanahalli circle bmtc bus starting problem sir,bmtc_bus,Hosur Road,unknown,unknown,11.97852685,0,8,2,2,2024-02-14 08:23:28.140000+05:30
12.9900274,77.5051489,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,vehicle break down,bmtc_bus,Magadi Road,unknown,unknown,24.2304184,0,9,2,2,2024-02-14 09:07:01.537000+05:30
12.9571556,77.5510504,"Mysore Road, PMM Compound, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,incoming side opposite Bharat petroleum starting problem Sir,heavy_vehicle,Mysore Road,unknown,unknown,22.292497583333333,0,0,3,3,2024-03-14 00:35:22.925000+05:30
13.0716765,77.5931489,"Bellary Road, Vista Pixel, Jakkuru Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",others,False,tyre puncture,unknown,Bellary Road 2,unknown,unknown,76.19266588333333,0,0,3,3,2024-03-14 00:40:26.721000+05:30
12.9399901,77.6955035,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",vehicle_breakdown,False,this vehicle offliaded due to starting problem  cobra 6      [PHONE],bmtc_bus,ORR East 1,unknown,unknown,109.25451818333333,0,10,2,2,2024-02-14 10:15:46.195000+05:30
13.0236136,77.599707,"Dinnur Main Road, White House Apartment, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",vehicle_breakdown,False,traffic normal movememt,bmtc_bus,Non-corridor,unknown,unknown,89.5580396,0,11,2,2,2024-02-14 11:18:37.455000+05:30
12.9750333,77.5855417,"Dr Ambedkar Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,post office road towards [LOCATION] circle,heavy_vehicle,Non-corridor,unknown,unknown,20.751736666666666,0,1,3,3,2024-03-14 01:06:18.482000+05:30
13.02652,77.7205359,"MBT Road, Kodandaram, Medahalli, Bengaluru, Karnataka. Pin-560049 (India)",others,False,bmtc bus puncture at medahalli service road towards hosakote,unknown,Non-corridor,unknown,unknown,180.91461453333335,0,11,2,2,2024-02-14 11:33:36.452000+05:30
13.0197621,77.7088026,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,False,BMTC bus off road due to breakjam from [LOCATION] to [LOCATION] service road,bmtc_bus,Non-corridor,unknown,unknown,62.10533875,0,11,2,2,2024-02-14 11:23:00.875000+05:30
13.1758867,77.6357701,"1st Main Road, Chikkjala Junction, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)",vehicle_breakdown,False,near kote cross junction service road towards chikkajala,bmtc_bus,Bellary Road 2,unknown,unknown,4.185284566666667,0,12,2,2,2024-02-14 12:21:10.160000+05:30
13.0483105,77.6452213,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",construction,False,ಸರ್ ನಮಸ್ತೆ ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ವೈಟ್ ಟಾಪಿಂಗ್ ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿರುವರಿಂದ ಗೆದ್ದಲಳ್ಳಿ ಬಸ್ ಸ್ಟಾಪ್ ಹತ್ತಿರ ವಾಹನಗಳ ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿದೆ ಸರ್,unknown,Non-corridor,unknown,unknown,365.8770966,0,1,3,3,2024-03-14 01:33:19.155000+05:30
13.0333853,77.5409753,"Outer Ring Road, Jain Heights Revanta, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,"Vehicle off road due to brrak jam, mutyalamma to gg palya",heavy_vehicle,ORR North 2,unknown,unknown,47.697048333333335,0,0,3,2,2024-02-15 00:49:59.864000+05:30
12.907183,77.600723,"Bannerghatta Main Road, Brahma Sri Narayanaguru Junction, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)",vehicle_breakdown,False,,bmtc_bus,Bannerghata Road,unknown,unknown,62.15927346666667,0,1,3,2,2024-02-15 01:41:10.169000+05:30
13.0483814,77.6455068,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",vehicle_breakdown,False,good morning sir bbmp vehicl  ofload near [LOCATION] bus stop sir,others,Non-corridor,unknown,unknown,12.48767995,0,2,3,3,2024-03-14 02:47:45.221000+05:30
12.907229,77.6007892,"Bannerghatta Main Road, JD Mara Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",vehicle_breakdown,False,Bmtc bus upload near gd mara towards incoming sir,bmtc_bus,Bannerghata Road,unknown,unknown,27.9523293,0,2,3,2,2024-02-15 02:22:21.751000+05:30
